Date,Open,High,Low,Close,Adj Close,Volume,MA_20,MA_50,SHORT_GR_LONG,Signal,Buy & Sell
2020-03-20,27.969999313354492,30.5,27.415000915527344,29.774999618530273,12.618650436401367,173077660,35.030749797821045,41.87989986419678,0,,NULL
2020-03-23,26.799999237060547,27.799999237060547,25.354999542236328,27.114999771118164,11.491342544555664,121004020,34.16874980926514,41.45589988708496,0,0.0,NULL
2020-03-24,27.704999923706055,28.565000534057617,25.860000610351562,27.190000534057617,11.523127555847168,129288020,33.450999927520755,41.02729991912842,0,0.0,NULL
2020-03-25,26.704999923706055,29.5,26.704999923706055,28.68000030517578,12.154589653015137,94428290,32.77849988937378,40.60939990997314,0,0.0,NULL
2020-03-26,29.0,29.549999237060547,28.010000228881836,28.44499969482422,12.054996490478516,114938330,32.11924982070923,40.1810998916626,0,0.0,NULL
2020-03-27,29.100000381469727,29.524999618530273,27.420000076293945,27.725000381469727,11.749860763549805,111835940,31.44149990081787,39.73139991760254,0,0.0,NULL
2020-03-30,26.700000762939453,27.075000762939453,25.084999084472656,25.405000686645508,10.766644477844238,158537210,30.80299997329712,39.25069995880127,0,0.0,NULL
2020-03-31,26.225000381469727,27.2450008392334,25.969999313354492,26.959999084472656,11.425653457641602,157868130,30.330749988555908,38.79939990997315,0,0.0,NULL
2020-04-01,26.600000381469727,26.795000076293945,25.809999465942383,26.635000228881836,11.287918090820312,119647990,29.724749946594237,38.3507999420166,0,0.0,NULL
2020-04-03,26.770000457763672,26.889999389648438,25.100000381469727,25.375,10.75393009185791,125266950,29.107749938964844,37.905999908447264,0,0.0,NULL
2020-04-07,26.604999542236328,27.770000457763672,26.1200008392334,27.6200008392334,11.705361366271973,159566590,28.60999994277954,37.50829990386963,0,0.0,NULL
2020-04-08,27.100000381469727,29.290000915527344,26.665000915527344,27.475000381469727,11.64391040802002,204349980,28.22624988555908,37.097299880981446,0,0.0,NULL
2020-04-09,28.049999237060547,28.959999084472656,27.764999389648438,28.485000610351562,12.071949005126953,138556280,28.038999938964842,36.700199890136716,0,0.0,NULL
2020-04-13,28.5,29.200000762939453,27.385000228881836,28.2549991607666,11.97447395324707,155103280,27.952999877929688,36.34039989471435,0,0.0,NULL
2020-04-15,28.739999771118164,29.565000534057617,28.190000534057617,28.514999389648438,12.084663391113281,209917430,27.94149980545044,36.018199882507325,0,0.0,NULL
2020-04-16,27.600000381469727,29.190000534057617,27.600000381469727,28.889999389648438,12.243587493896484,172487980,27.752499866485596,35.69159984588623,0,0.0,NULL
2020-04-17,29.75,29.969999313354492,28.549999237060547,29.334999084472656,12.432178497314453,174923730,27.771249866485597,35.38119983673096,0,0.0,NULL
2020-04-20,29.479999542236328,29.5,28.510000228881836,28.639999389648438,12.1376371383667,119607480,27.789499855041505,35.07659984588623,0,0.0,NULL
2020-04-21,28.0049991607666,28.100000381469727,26.325000762939453,26.594999313354492,11.270966529846191,169249100,27.714999866485595,34.7363998413086,0,0.0,NULL
2020-04-22,26.610000610351562,26.989999771118164,25.920000076293945,26.834999084472656,11.372678756713867,147898560,27.69749984741211,34.36929985046387,0,0.0,NULL
2020-04-23,27.0,27.899999618530273,26.899999618530273,27.030000686645508,11.45531940460205,154678570,27.560249900817873,33.95979984283447,0,0.0,NULL
2020-04-24,26.6299991607666,27.385000228881836,26.44499969482422,26.7549991607666,11.338774681091309,123808460,27.542249870300292,33.53969985961914,0,0.0,NULL
2020-04-27,27.399999618530273,27.690000534057617,27.049999237060547,27.165000915527344,11.512533187866211,124106120,27.54099988937378,33.14099990844726,0,0.0,NULL
2020-04-28,27.389999389648438,27.540000915527344,26.954999923706055,27.354999542236328,11.593053817749023,85471050,27.474749851226807,32.80049987792969,0,0.0,NULL
2020-04-29,27.299999237060547,28.614999771118164,27.125,28.264999389648438,11.978713989257812,198765690,27.46574983596802,32.47759986877441,0,0.0,NULL
2020-04-30,28.9950008392334,30.450000762939453,28.8700008392334,29.829999923706055,12.641960144042969,236333720,27.570999813079833,32.17829990386963,0,0.0,NULL
2020-05-04,28.5,28.614999771118164,27.010000228881836,27.360000610351562,11.595173835754395,128914590,27.668749809265137,31.84299991607666,0,0.0,NULL
2020-05-05,27.899999618530273,28.239999771118164,27.100000381469727,27.264999389648438,11.554911613464355,121823300,27.683999824523926,31.519199867248535,0,0.0,NULL
2020-05-06,27.40999984741211,28.045000076293945,27.204999923706055,27.774999618530273,11.771050453186035,95077310,27.74099979400635,31.20099983215332,0,0.0,NULL
2020-05-07,27.545000076293945,28.28499984741211,27.46500015258789,27.584999084472656,11.69052791595459,89583760,27.85149974822998,30.889899826049806,0,0.0,NULL
2020-05-08,28.280000686645508,28.399999618530273,27.200000762939453,27.290000915527344,11.565508842468262,98777550,27.834999752044677,30.569299850463867,0,0.0,NULL
2020-05-11,27.55500030517578,28.299999237060547,27.5,27.6200008392334,11.705361366271973,109074080,27.84224977493286,30.23459987640381,0,0.0,NULL
2020-05-12,27.329999923706055,27.68000030517578,26.450000762939453,27.395000457763672,11.610007286071777,150402970,27.787749767303467,29.951599922180176,0,0.0,NULL
2020-05-13,28.75,28.799999237060547,27.350000381469727,27.655000686645508,11.720195770263672,147231160,27.757749843597413,29.66209991455078,0,0.0,NULL
2020-05-14,27.200000762939453,27.520000457763672,26.729999542236328,26.854999542236328,11.381155014038086,107969020,27.674749851226807,29.366599884033203,0,0.0,NULL
2020-05-15,27.0,27.68000030517578,26.8799991607666,27.344999313354492,11.58881664276123,149896650,27.59749984741211,29.087899894714354,0,0.0,NULL
2020-05-18,27.40999984741211,27.6200008392334,26.2450008392334,26.65999984741211,11.298513412475586,116153670,27.463749885559082,28.857599906921386,0,0.0,NULL
2020-05-19,27.19499969482422,28.040000915527344,26.75,27.200000762939453,11.527365684509277,168970940,27.391749954223634,28.673499946594237,0,0.0,NULL
2020-05-20,27.200000762939453,28.399999618530273,27.010000228881836,28.31999969482422,12.002021789550781,144218120,27.47799997329712,28.464799919128417,0,0.0,NULL
