Date,Open,High,Low,Close,Adj Close,Volume,MA_20,MA_50,SHORT_GR_LONG,Signal,Buy & Sell
2021-09-09,3724.89990234375,3728.949951171875,3695.0,3700.60009765625,3432.816650390625,479537,3743.0900024414063,3857.6699951171877,0,,NULL
2021-09-13,3699.0,3720.0,3680.0,3699.550048828125,3431.84228515625,342427,3739.6,3848.983994140625,0,0.0,NULL
2021-09-14,3717.39990234375,3767.0,3690.0,3751.050048828125,3479.61572265625,741880,3735.8650024414064,3839.9139990234376,0,0.0,NULL
2021-09-15,3762.60009765625,3801.60009765625,3758.050048828125,3779.10009765625,3505.63623046875,510406,3737.397509765625,3831.9889990234374,0,0.0,NULL
2021-09-16,3798.0,3834.0,3780.050048828125,3813.5,3537.54638671875,558125,3737.7000122070312,3824.2289990234376,0,0.0,NULL
2021-09-17,3840.0,3879.39990234375,3810.449951171875,3822.199951171875,3545.6171875,1304667,3737.157507324219,3816.765,0,0.0,NULL
2021-09-20,3813.39990234375,3813.39990234375,3735.0,3776.050048828125,3502.806396484375,399648,3738.385009765625,3808.5210009765624,0,0.0,NULL
2021-09-21,3777.0,3793.85009765625,3696.0,3728.800048828125,3458.975830078125,354217,3741.4125122070313,3801.5510009765626,0,0.0,NULL
2021-09-22,3732.0,3770.0,3722.050048828125,3757.14990234375,3485.274169921875,245919,3743.532507324219,3796.7760009765625,0,0.0,NULL
2021-09-23,3757.14990234375,3820.0,3757.14990234375,3799.199951171875,3524.28125,228970,3749.010009765625,3793.637001953125,0,0.0,NULL
2021-09-24,3800.0,3849.10009765625,3787.050048828125,3809.800048828125,3534.1142578125,363519,3754.9300170898437,3790.5110009765626,0,0.0,NULL
2021-09-27,3831.0,3924.800048828125,3822.800048828125,3913.39990234375,3630.217529296875,962801,3765.6275146484377,3789.7019970703127,0,0.0,NULL
2021-09-28,3929.0,3944.800048828125,3875.39990234375,3908.699951171875,3625.857666015625,478682,3775.042517089844,3789.07599609375,0,0.0,NULL
2021-09-29,3900.0,3935.89990234375,3850.0,3899.25,3617.091552734375,379896,3783.612512207031,3788.4219970703125,0,0.0,NULL
2021-09-30,3892.25,3896.39990234375,3812.0,3832.64990234375,3555.310791015625,576711,3787.3300048828123,3787.4179931640624,0,0.0,NULL
2021-10-01,3820.0,3880.75,3802.64990234375,3852.60009765625,3573.8173828125,407091,3793.9125122070313,3786.3619970703126,1,1.0,SELL
2021-10-04,3856.449951171875,3884.60009765625,3821.25,3825.949951171875,3549.095703125,237249,3797.335009765625,3785.8169970703125,1,0.0,NULL
2021-10-05,3824.449951171875,3873.89990234375,3820.0,3864.0,3584.392333984375,287612,3801.4800048828124,3786.2589990234374,1,0.0,NULL
2021-10-06,3876.0,3884.0,3760.0,3770.050048828125,3497.240966796875,383507,3801.447509765625,3784.932998046875,1,0.0,NULL
2021-10-07,3815.0,3868.64990234375,3785.0,3828.550048828125,3551.5078125,343916,3806.6075073242187,3785.0760009765627,1,0.0,NULL
2021-10-08,3843.550048828125,3878.550048828125,3806.10009765625,3815.550048828125,3539.448486328125,215542,3812.3550048828124,3785.017001953125,1,0.0,NULL
2021-10-11,3845.0,3879.89990234375,3830.35009765625,3852.10009765625,3573.353271484375,239321,3819.9825073242187,3786.78400390625,1,0.0,NULL
2021-10-12,3860.0,3994.5,3858.0,3978.75,3690.8388671875,1353877,3831.3675048828127,3789.767001953125,1,0.0,NULL
2021-10-13,3994.949951171875,4050.0,3956.60009765625,3967.64990234375,3680.541748046875,648769,3840.7949951171877,3792.2889990234376,1,0.0,NULL
2021-10-14,3970.0,4009.050048828125,3954.199951171875,3965.89990234375,3678.91845703125,272066,3848.414990234375,3795.042998046875,1,0.0,NULL
2021-10-18,3861.0,3969.699951171875,3861.0,3915.949951171875,3632.583251953125,463126,3853.102490234375,3796.7219970703127,1,0.0,NULL
2021-10-19,3930.199951171875,3955.0,3892.25,3911.550048828125,3628.50146484375,275481,3859.877490234375,3798.577998046875,1,0.0,NULL
2021-10-20,3903.75,3909.89990234375,3828.0,3848.64990234375,3570.153076171875,321450,3865.869982910156,3798.593994140625,1,0.0,NULL
2021-10-21,3870.0,3875.14990234375,3769.5,3804.0,3528.734130859375,373336,3868.2124877929687,3797.57099609375,1,0.0,NULL
2021-10-22,3839.449951171875,3910.0,3813.050048828125,3866.5,3586.71142578125,408499,3871.577490234375,3798.9419970703125,1,0.0,NULL
2021-10-25,3854.0,3884.75,3735.0,3763.75,3491.396484375,306195,3869.2749877929687,3799.6739990234373,1,0.0,NULL
2021-10-26,3779.85009765625,3811.800048828125,3762.25,3791.75,3517.370361328125,170050,3863.192492675781,3800.1219970703123,1,0.0,NULL
2021-10-27,3795.0,3815.0,3760.0,3776.5,3503.22412109375,251226,3856.5824951171876,3799.1369970703126,1,0.0,NULL
2021-10-28,3854.949951171875,3860.0,3688.85009765625,3700.699951171875,3432.908935546875,706705,3846.654992675781,3798.1819970703127,1,0.0,NULL
2021-10-29,3720.0,3754.85009765625,3665.0,3707.25,3438.9853515625,316325,3840.3849975585936,3796.177998046875,1,0.0,NULL
2021-11-01,3721.800048828125,3750.0,3681.60009765625,3726.14990234375,3456.517333984375,228051,3834.0624877929686,3794.0399951171876,1,0.0,NULL
2021-11-02,3735.0,3790.0,3727.050048828125,3741.85009765625,3471.08154296875,250053,3829.8574951171877,3793.8469970703127,1,0.0,NULL
2021-11-03,3726.199951171875,3763.949951171875,3689.050048828125,3698.39990234375,3430.775146484375,261709,3821.577490234375,3794.4499951171874,1,0.0,NULL
2021-11-04,3718.5,3764.89990234375,3718.5,3759.35009765625,3487.315185546875,65679,3821.0424926757814,3795.3419970703126,1,0.0,NULL
2021-11-08,3791.0,3800.0,3743.60009765625,3777.300048828125,3503.966064453125,261609,3818.4799926757814,3797.095,1,0.0,NULL
2021-11-09,3780.0,3845.0,3772.0,3794.449951171875,3519.875244140625,521920,3817.4249877929688,3799.1560009765626,1,0.0,NULL
2021-11-10,3790.0,3801.60009765625,3744.0,3771.699951171875,3498.771240234375,373526,3813.40498046875,3800.6010009765623,1,0.0,NULL
2021-11-11,3774.5,3781.85009765625,3726.0,3749.949951171875,3478.59521484375,446382,3801.964978027344,3801.192001953125,1,0.0,NULL
2021-11-12,3782.0,3782.0,3615.699951171875,3635.050048828125,3372.009521484375,745428,3785.3349853515624,3799.3360009765624,0,-1.0,NULL
2021-11-15,3651.0,3673.89990234375,3580.050048828125,3601.14990234375,3340.562744140625,551238,3767.0974853515627,3796.192998046875,0,0.0,NULL
